Nama,Harga,Terjual,Kota,Link
PUPUK CNG KALSIUM NITRAT 1 KG KERONTOKAN BUNGA BUAH - CAP PAK TANI,Rp34.500,36 Terjual,KAB. PONTIANAK,https://shopee.co.id/PUPUK-CNG-KALSIUM-NITRAT-1-KG-KERONTOKAN-BUNGA-BUAH-CAP-PAK-TANI-i.4579170.5922362762?sp_atk=fe8f19c3-4a01-40fd-a862-bcb717600171&xptdk=fe8f19c3-4a01-40fd-a862-bcb717600171
JAVA HIGROS PUPUK CALSIUM SUPER 1KG,Rp44.000,22 Terjual,KAB. DEMAK,https://shopee.co.id/JAVA-HIGROS-PUPUK-CALSIUM-SUPER-1KG-i.407094089.15519088515?sp_atk=ed03d0c1-f756-4784-8975-6b7793650f25&xptdk=ed03d0c1-f756-4784-8975-6b7793650f25
Pupuk KS (Calcium Nitrate) 2kg,Rp55.000,,KAB. ACEH UTARA,https://shopee.co.id/Pupuk-KS-(Calcium-Nitrate)-2kg-i.6904467.7451184753?sp_atk=68439d06-6760-4784-a593-91ecaa02e227&xptdk=68439d06-6760-4784-a593-91ecaa02e227
NATURAL CALCIUM,Rp19.500,53 Terjual,KAB. TULUNGAGUNG,https://shopee.co.id/NATURAL-CALCIUM-i.10874996.3456247932?sp_atk=473d3ca2-e31f-48db-8905-d8d133abd413&xptdk=473d3ca2-e31f-48db-8905-d8d133abd413
bio fosfat repeck 1kg ( pupuk fosfat calsium plus bacteri ),Rp8.800,11 Terjual,KAB. BLITAR,https://shopee.co.id/bio-fosfat-repeck-1kg-(-pupuk-fosfat-calsium-plus-bacteri-)-i.59095665.21719606691?sp_atk=6861c16d-4938-44e2-83fa-c0769b5f5f0e&xptdk=6861c16d-4938-44e2-83fa-c0769b5f5f0e
pupuk calsium kalsium super REVOCAL 1 kg plus  boron,Rp31.000,84 Terjual,KOTA MAKASSAR,https://shopee.co.id/pupuk-calsium-kalsium-super-REVOCAL-1-kg-plus-boron-i.33436160.7292676096?sp_atk=d76e16d0-cc62-4244-abee-57169b54ae5e&xptdk=d76e16d0-cc62-4244-abee-57169b54ae5e
HARA GARUDA - 1Kg / Pupuk Kalsium Nutrisi Tanaman Petani,Rp21.500,21 Terjual,KAB. JEMBER,https://shopee.co.id/HARA-GARUDA-1Kg-Pupuk-Kalsium-Nutrisi-Tanaman-Petani-i.390539122.18932464579?sp_atk=3c68e54c-53d0-4508-a181-8220283db614&xptdk=3c68e54c-53d0-4508-a181-8220283db614
BASFOLIAR COMBI STIPP 500 ML (Pupuk Calsium Cair),Rp90.000,11 Terjual,KAB. SUBANG,https://shopee.co.id/BASFOLIAR-COMBI-STIPP-500-ML-(Pupuk-Calsium-Cair)-i.27952762.3607372261?sp_atk=32a0f63a-c3d6-4b32-936c-5a85f8d759c1&xptdk=32a0f63a-c3d6-4b32-936c-5a85f8d759c1
Pupuk CNG Pak tani kalsium nitrat 1kg,Rp26.000,21 Terjual,KAB. PASURUAN,https://shopee.co.id/Pupuk-CNG-Pak-tani-kalsium-nitrat-1kg-i.6895610.5849308379?sp_atk=5f7b1dbe-7781-4ad3-b541-ca0860a67e76&xptdk=5f7b1dbe-7781-4ad3-b541-ca0860a67e76
pupuk CNG kalsium nitrat Pak Tani isi 1kg,Rp22.153,142 Terjual,KAB. JEMBER,https://shopee.co.id/pupuk-CNG-kalsium-nitrat-Pak-Tani-isi-1kg-i.624729659.14735453265?sp_atk=47f62d46-05f1-4d8e-9aa7-7fd440b5a422&xptdk=47f62d46-05f1-4d8e-9aa7-7fd440b5a422
PUPUK NUTRISI TANAMAN PEMANIS BUAH DAN PENGUAT TANAMAN KALSIUM MUTIARA 1KG,Rp55.000,1 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-NUTRISI-TANAMAN-PEMANIS-BUAH-DAN-PENGUAT-TANAMAN-KALSIUM-MUTIARA-1KG-i.676442788.21611690749?sp_atk=e1bbfa2e-029a-4971-aedd-aecae8fd47ca&xptdk=e1bbfa2e-029a-4971-aedd-aecae8fd47ca
CABION 10gram  Pupuk Calcium plus Boron Pencegah Rontok Bunga dan Buah Pupuk Kalsium Anti Rontok,Rp9.150,,KAB. KLATEN,https://shopee.co.id/CABION-10gram-Pupuk-Calcium-plus-Boron-Pencegah-Rontok-Bunga-dan-Buah-Pupuk-Kalsium-Anti-Rontok-i.165129674.18336404242?sp_atk=93b2af60-6b56-4930-809d-ce98f05e94ef&xptdk=93b2af60-6b56-4930-809d-ce98f05e94ef
calsium NATURAL 1kg,Rp14.000,2 Terjual,KAB. BANJARNEGARA,https://shopee.co.id/calsium-NATURAL-1kg-i.274442088.16687334375?sp_atk=aa25ff1e-cf8c-486f-a7bf-ed02e6377322&xptdk=aa25ff1e-cf8c-486f-a7bf-ed02e6377322
"Kalsium murni 99, ukuran 1 kg",Rp19.000,167 Terjual,KAB. KEDIRI,https://shopee.co.id/Kalsium-murni-99-ukuran-1-kg-i.415407220.7685578588?sp_atk=bea24921-a230-44ee-811c-91bb17ae3701&xptdk=bea24921-a230-44ee-811c-91bb17ae3701
Power call Calsium boron plus zpt,Rp37.000,86 Terjual,KAB. TEMANGGUNG,https://shopee.co.id/Power-call-Calsium-boron-plus-zpt-i.302544531.12259640421?sp_atk=5c363c8d-589f-4fdd-ad85-7af5b312974f&xptdk=5c363c8d-589f-4fdd-ad85-7af5b312974f
Fertilizer ZNSO4 Boron dan Kalsium ± 500 Ml,Rp20.000,45 Terjual,KOTA KEDIRI,https://shopee.co.id/Fertilizer-ZNSO4-Boron-dan-Kalsium-±-500-Ml-i.100685559.7076167046?sp_atk=4eeed31e-e56f-40e9-b7d7-4a69b9070b33&xptdk=4eeed31e-e56f-40e9-b7d7-4a69b9070b33
CAL HA (Pupuk Calsium + Asam Humat) 1KG,Rp31.500,535 Terjual,KAB. PROBOLINGGO,https://shopee.co.id/CAL-HA-(Pupuk-Calsium-Asam-Humat)-1KG-i.333339892.7296611965?sp_atk=067affbe-5ae5-48d9-9759-e76e9d441513&xptdk=067affbe-5ae5-48d9-9759-e76e9d441513
PUPUK INA CA CO² CALSIUM,Rp200.000,1RB Terjual,KAB. BANJARNEGARA,https://shopee.co.id/PUPUK-INA-CA-CO²-CALSIUM-i.273104846.6968680028?sp_atk=47b5fd3b-c042-44c1-8ba2-dda76098a909&xptdk=47b5fd3b-c042-44c1-8ba2-dda76098a909
1 kg Kalsium MANOHARA,Rp17.900,6 Terjual,KAB. WONOSOBO,https://shopee.co.id/1-kg-Kalsium-MANOHARA-i.443526389.21447425841?sp_atk=1401da91-97b9-4d6c-a83e-70f594546afa&xptdk=1401da91-97b9-4d6c-a83e-70f594546afa
Pupuk Cantik (Calsium Ammonium Nitrat) kemasan 1kg,Rp22.500,92 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Cantik-(Calsium-Ammonium-Nitrat)-kemasan-1kg-i.32539262.931312199?sp_atk=8ab00f7d-afcc-4e75-bc9a-cde1b294a302&xptdk=8ab00f7d-afcc-4e75-bc9a-cde1b294a302
Pupuk kalsium super KM,Rp20.000,26 Terjual,KAB. TEMANGGUNG,https://shopee.co.id/Pupuk-kalsium-super-KM-i.102616646.3941487855?sp_atk=eceb3d22-0b59-4739-94d1-0f97b9b59f75&xptdk=eceb3d22-0b59-4739-94d1-0f97b9b59f75
Pelengkap Calsium  Pupuk Cair Pertanian 500 Ml,Rp20.000,,KOTA KEDIRI,https://shopee.co.id/Pelengkap-Calsium-Pupuk-Cair-Pertanian-500-Ml-i.652338561.15241652336?sp_atk=c57ed0e4-0250-4f39-9a97-7e2a1e9a6da8&xptdk=c57ed0e4-0250-4f39-9a97-7e2a1e9a6da8
Pupuk kalsium ratu isi 1kg,Rp50.000,5 Terjual,KAB. KARO,https://shopee.co.id/Pupuk-kalsium-ratu-isi-1kg-i.426865841.21571654952?sp_atk=862a1082-7571-4e3e-89c8-770235e1397b&xptdk=862a1082-7571-4e3e-89c8-770235e1397b
"REKOMENDED 1KG (PUPUK PADI TERBAIK) ANTI LAYU & RONTOK, PUPUK FORTUNE ANTI BUSUK BUAH LAYU DAUN PADI PALING LARIS – PUPUK KALSIUM SEMPROT SERBUK ANTI BUSUK LAYU PATEK BULAI PADA BUAH DAN DAUN PADI UNTUK SEMUA JENIS PADI",Rp30.000,,KOTA TASIKMALAYA,https://shopee.co.id/REKOMENDED-1KG-(PUPUK-PADI-TERBAIK)-ANTI-LAYU-RONTOK-PUPUK-FORTUNE-ANTI-BUSUK-BUAH-LAYU-DAUN-PADI-PALING-LARIS-–-PUPUK-KALSIUM-SEMPROT-SERBUK-ANTI-BUSUK-LAYU-PATEK-BULAI-PADA-BUAH-DAN-DAUN-PADI-UNTUK-SEMUA-JENIS-PADI-i.71340623.19873136020?sp_atk=42f3e2f4-43b2-42d2-8975-0abadaeb9178&xptdk=42f3e2f4-43b2-42d2-8975-0abadaeb9178
Calsium Gold 1 Kg Pupuk Kalsium Flake,Rp35.000,,KAB. MADIUN,https://shopee.co.id/Calsium-Gold-1-Kg-Pupuk-Kalsium-Flake-i.478334265.3071977369?sp_atk=6642fe72-c8c6-4d88-b015-c13940de3a5c&xptdk=6642fe72-c8c6-4d88-b015-c13940de3a5c
Meroke CALNIT Pupuk Kalsium Nitrat utk Nutrisi Hidroponik MURAH,Rp18.000,,KOTA JAKARTA BARAT,https://shopee.co.id/Meroke-CALNIT-Pupuk-Kalsium-Nitrat-utk-Nutrisi-Hidroponik-MURAH-i.182269276.6915588200?sp_atk=7c74cbf4-c9bd-44bb-a62a-c87446bcb855&xptdk=7c74cbf4-c9bd-44bb-a62a-c87446bcb855
"Pupuk Kalsium Boron Manohara Cegah Rontok, Busuk dan Jamur",Rp30.000,16 Terjual,KOTA DENPASAR,https://shopee.co.id/Pupuk-Kalsium-Boron-Manohara-Cegah-Rontok-Busuk-dan-Jamur-i.279758908.7052005414?sp_atk=475ca01f-9596-47c6-9f0f-e2a6471c874a&xptdk=475ca01f-9596-47c6-9f0f-e2a6471c874a
Pupuk kalsium MANOHARA 1kg,Rp19.999,9 Terjual,KAB. BOGOR,https://shopee.co.id/Pupuk-kalsium-MANOHARA-1kg-i.5157971.3646300461?sp_atk=a74396fa-79b8-4863-b666-4b9bbdad7fb5&xptdk=a74396fa-79b8-4863-b666-4b9bbdad7fb5
Pupuk Buah Kalsium Go-Cal 1 kg Anti Rontok Bunga,Rp21.952,104 Terjual,KAB. CILACAP,https://shopee.co.id/Pupuk-Buah-Kalsium-Go-Cal-1-kg-Anti-Rontok-Bunga-i.17478093.2402833825?sp_atk=2fc45dfd-a288-43df-9a0d-ea8a4474334e&xptdk=2fc45dfd-a288-43df-9a0d-ea8a4474334e
Pupuk Boron Yaraliva Nitrabor Pupuk Kalsium Nitrat Boron Kemasan 25kg,Rp445.000,,KOTA PALEMBANG,https://shopee.co.id/Pupuk-Boron-Yaraliva-Nitrabor-Pupuk-Kalsium-Nitrat-Boron-Kemasan-25kg-i.473892269.23410142660?sp_atk=7e881d44-4fcc-4cf8-9282-4e14fcd117fc&xptdk=7e881d44-4fcc-4cf8-9282-4e14fcd117fc
High cal kalsium + Cu,Rp40.000,,KAB. TUBAN,https://shopee.co.id/High-cal-kalsium-Cu-i.6396613.5505394294?sp_atk=d621277a-f76c-44a3-9be5-d4f782cbd543&xptdk=d621277a-f76c-44a3-9be5-d4f782cbd543
Pupuk Kalsium Super - JAVA HIGROS Calsium Larut tanpa endapan,Rp45.000,57 Terjual,KAB. KENDAL,https://shopee.co.id/Pupuk-Kalsium-Super-JAVA-HIGROS-Calsium-Larut-tanpa-endapan-i.18401868.3850977966?sp_atk=95d58087-6a60-4b86-b03c-49a404e3e2fc&xptdk=95d58087-6a60-4b86-b03c-49a404e3e2fc
"Sodho calsium, boron dan magenesium 500ml",Rp64.999,10 Terjual,KAB. DEMAK,https://shopee.co.id/Sodho-calsium-boron-dan-magenesium-500ml-i.63139071.19261993970?sp_atk=350f3a74-fbb8-46aa-b3e9-d8e17ea7605b&xptdk=350f3a74-fbb8-46aa-b3e9-d8e17ea7605b
Pupuk Kalsium Nitrat Plus Boron / Pupuk KARATE PLUS BORONI Repacking,Rp5.200,8 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/Pupuk-Kalsium-Nitrat-Plus-Boron-Pupuk-KARATE-PLUS-BORONI-Repacking-i.273940712.6538379057?sp_atk=32539f13-f035-4628-88d5-22b5ca8dc016&xptdk=32539f13-f035-4628-88d5-22b5ca8dc016
Pupuk kalsium nitrat + boron kemasan repack 1kg,Rp18.500,,KAB. LAMONGAN,https://shopee.co.id/Pupuk-kalsium-nitrat-boron-kemasan-repack-1kg-i.70287828.16887921356?sp_atk=dfb3c1ac-05ab-417c-866e-1b148ed16181&xptdk=dfb3c1ac-05ab-417c-866e-1b148ed16181
PUPUK INA CALSIUM CACO3 (250gram),Rp119.999,11 Terjual,KAB. BANTUL,https://shopee.co.id/PUPUK-INA-CALSIUM-CACO3-(250gram)-i.274496220.19542308101?sp_atk=7bfd54c0-4dfb-43c1-95bd-bf0c7b745cf8&xptdk=7bfd54c0-4dfb-43c1-95bd-bf0c7b745cf8
CALHA 1kg - Pupuk Kalsium Asam Humat,Rp30.000,16 Terjual,KAB. WONOSOBO,https://shopee.co.id/CALHA-1kg-Pupuk-Kalsium-Asam-Humat-i.682615061.12977166280?sp_atk=512019f0-8b49-425f-b821-e25ef26bcd7f&xptdk=512019f0-8b49-425f-b821-e25ef26bcd7f
CN-G Pupuk kalsium Nitrat (Green House Grade),Rp25.000,10 Terjual,KAB. SUKABUMI,https://shopee.co.id/CN-G-Pupuk-kalsium-Nitrat-(Green-House-Grade)-i.1613118.10836602697?sp_atk=5f41c54f-b04f-40c7-a8d8-96e338d8fe7a&xptdk=5f41c54f-b04f-40c7-a8d8-96e338d8fe7a
pupuk kalsium mutiara 1kg,Rp22.000,24 Terjual,KAB. LOMBOK TENGAH,https://shopee.co.id/pupuk-kalsium-mutiara-1kg-i.337776984.22715771332?sp_atk=c94ad002-7f39-498f-b81c-1f1e4ec74ed5&xptdk=c94ad002-7f39-498f-b81c-1f1e4ec74ed5
CALCIUM 99 - 1 kg / Pupuk Kalsium Murni / Nutrisi Tanaman Sehat Petani,Rp17.500,22 Terjual,KAB. JEMBER,https://shopee.co.id/CALCIUM-99-1-kg-Pupuk-Kalsium-Murni-Nutrisi-Tanaman-Sehat-Petani-i.390539122.18248396776?sp_atk=357dc693-282e-4b6e-983d-a516e2ec0b6f&xptdk=357dc693-282e-4b6e-983d-a516e2ec0b6f
Pupuk Kalsium CN-G,Rp27.000,9 Terjual,KAB. MAGELANG,https://shopee.co.id/Pupuk-Kalsium-CN-G-i.233809007.5863613714?sp_atk=72d39b5c-fdb8-404a-8358-ac7cf4126b6a&xptdk=72d39b5c-fdb8-404a-8358-ac7cf4126b6a
Pupuk Kalsium untuk Layu Fusarium Tanaman Tomat Paling Ampuh FORTUNE 1KG Obat Layu Daun Tanaman Tomat - Pupuk Anti Rontok Bunga dan Buah Tomat - Pupuk Busuk Buah Tomat yang Bagus Buah Tomat Lebat dan Besar,Rp30.000,,KOTA TASIKMALAYA,https://shopee.co.id/Pupuk-Kalsium-untuk-Layu-Fusarium-Tanaman-Tomat-Paling-Ampuh-FORTUNE-1KG-Obat-Layu-Daun-Tanaman-Tomat-Pupuk-Anti-Rontok-Bunga-dan-Buah-Tomat-Pupuk-Busuk-Buah-Tomat-yang-Bagus-Buah-Tomat-Lebat-dan-Besar-i.13565314.18273529838?sp_atk=ada2a275-80aa-4df8-9187-5a8b5d73e106&xptdk=ada2a275-80aa-4df8-9187-5a8b5d73e106
"PROMO MURAH FORTUNE Obat Anti Penyakit Kuning Keriting Rontok Daun Cabe Terbaik - Pupuk Kalsium Serbuk Bisa Semprot Cabe Atasi Penyakit Kriting Kuning Daun Cabe Rontok dan Bintik Hitam, Pupuk Majemuk Cair Organik Cabe Anti Kuning Keriting Rontok TERBAGUS",Rp30.000,8 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/PROMO-MURAH-FORTUNE-Obat-Anti-Penyakit-Kuning-Keriting-Rontok-Daun-Cabe-Terbaik-Pupuk-Kalsium-Serbuk-Bisa-Semprot-Cabe-Atasi-Penyakit-Kriting-Kuning-Daun-Cabe-Rontok-dan-Bintik-Hitam-Pupuk-Majemuk-Cair-Organik-Cabe-Anti-Kuning-Keriting-Rontok-TERBAGUS-i.71340623.19444161747?sp_atk=bdd2afed-aad8-4c1b-89ce-21f979f439d2&xptdk=bdd2afed-aad8-4c1b-89ce-21f979f439d2
PUPUK KALSIUM NITRAT PAK TANI 1 KG,Rp25.000,5 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-KALSIUM-NITRAT-PAK-TANI-1-KG-i.145995709.4854570107?sp_atk=8fac02e3-f52c-474a-b358-aba2a4ae2eff&xptdk=8fac02e3-f52c-474a-b358-aba2a4ae2eff
CNG KALSIUM NITRAT 1KG,Rp23.000,22 Terjual,KAB. TULUNGAGUNG,https://shopee.co.id/CNG-KALSIUM-NITRAT-1KG-i.10874996.2935795109?sp_atk=3e967506-84d8-4068-aece-07ede9931f2a&xptdk=3e967506-84d8-4068-aece-07ede9931f2a
Pupuk Kalsium Nitrat CNG Pak Tani Repack 50 gram,Rp3.000,22 Terjual,KOTA PONTIANAK,https://shopee.co.id/Pupuk-Kalsium-Nitrat-CNG-Pak-Tani-Repack-50-gram-i.159820970.21518106200?sp_atk=0403d220-2bb9-4385-ac86-bf71c4f64cbb&xptdk=0403d220-2bb9-4385-ac86-bf71c4f64cbb
CNG Pak tani Pupuk Kalsium Nitrat CN G Pak Tani,Rp25.000,49 Terjual,KAB. MADIUN,https://shopee.co.id/CNG-Pak-tani-Pupuk-Kalsium-Nitrat-CN-G-Pak-Tani-i.117703174.5178597600?sp_atk=78e360f6-a07e-4973-8689-167923907938&xptdk=78e360f6-a07e-4973-8689-167923907938
Pupuk Calsium Super Java Higros Calsium kemasan 1 kg - CV Javamas,Rp41.850,251 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Calsium-Super-Java-Higros-Calsium-kemasan-1-kg-CV-Javamas-i.126848187.2437572529?sp_atk=3377c585-e375-4180-a9a1-8dfe5c5c908b&xptdk=3377c585-e375-4180-a9a1-8dfe5c5c908b
SPECIAL CALSIUM SUPER Kemasan 1 kg - CAP KUMBANG,Rp17.500,14 Terjual,KAB. TULUNGAGUNG,https://shopee.co.id/SPECIAL-CALSIUM-SUPER-Kemasan-1-kg-CAP-KUMBANG-i.252959847.9481320535?sp_atk=0df894dc-009c-432f-a405-86e44d939bd5&xptdk=0df894dc-009c-432f-a405-86e44d939bd5
Pupuk CANTIK calsium amonium nitrat mencegah pecah-pecah pada buah (1kg),Rp30.000,18 Terjual,KOTA TANGERANG,https://shopee.co.id/Pupuk-CANTIK-calsium-amonium-nitrat-mencegah-pecah-pecah-pada-buah-(1kg)-i.131736469.4616457793?sp_atk=fb50e32d-5b66-42a7-991b-849db6ef327a&xptdk=fb50e32d-5b66-42a7-991b-849db6ef327a
KALSIUM SUPERCALS 900,Rp18.000,1 Terjual,KAB. BENGKALIS,https://shopee.co.id/KALSIUM-SUPERCALS-900-i.532721414.16744371632?sp_atk=1ec1cdbf-71ca-476c-a432-b095ccb29f0e&xptdk=1ec1cdbf-71ca-476c-a432-b095ccb29f0e
Pupuk KALBOR (Kalsium Borneo) Anti Rontok & Jamur Kemasan 1 Kg,Rp20.500,19 Terjual,KOTA BLITAR,https://shopee.co.id/Pupuk-KALBOR-(Kalsium-Borneo)-Anti-Rontok-Jamur-Kemasan-1-Kg-i.232375292.19360180717?sp_atk=80fb71c2-2df9-4d5a-b482-27212acbcd75&xptdk=80fb71c2-2df9-4d5a-b482-27212acbcd75
pupuk cangkang telur 1 kg pupuk kulit telur 1 kg pupuk kalsium pupuk organik cangkang telur pupuk kulit telur halus pupuk tanaman hias kulit telur kulit telur ayam kemasan cangkang telur kemasan pupuk organik terbaik pupuk organik dari cangkang telur,Rp6.500 - Rp10.000,100 Terjual,KAB. SUKOHARJO,https://shopee.co.id/pupuk-cangkang-telur-1-kg-pupuk-kulit-telur-1-kg-pupuk-kalsium-pupuk-organik-cangkang-telur-pupuk-kulit-telur-halus-pupuk-tanaman-hias-kulit-telur-kulit-telur-ayam-kemasan-cangkang-telur-kemasan-pupuk-organik-terbaik-pupuk-organik-dari-cangkang-telur-i.11488478.10848369525?sp_atk=e87d3e96-b6b3-4a74-8e05-cf3bdc7d6ae8&xptdk=e87d3e96-b6b3-4a74-8e05-cf3bdc7d6ae8
magic calcium,Rp33.500,4 Terjual,KAB. HULU SUNGAI TENGAH,https://shopee.co.id/magic-calcium-i.71174142.18845014438?sp_atk=972d0de5-83fa-4c89-8475-73455aff3b42&xptdk=972d0de5-83fa-4c89-8475-73455aff3b42
PUPUK CALSIUM NUTRIGO +ZINC KEMASAN 1 KG,Rp16.000,118 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/PUPUK-CALSIUM-NUTRIGO-ZINC-KEMASAN-1-KG-i.244014662.12185938518?sp_atk=23bc9809-9405-4c41-beef-94a5ff2509a4&xptdk=23bc9809-9405-4c41-beef-94a5ff2509a4
330ml Pupuk kalsium/POC kalsium/E enzyme cangkang telur,Rp15.000,11 Terjual,KOTA PALEMBANG,https://shopee.co.id/330ml-Pupuk-kalsium-POC-kalsium-E-enzyme-cangkang-telur-i.369822105.9852745721?sp_atk=449ae1f8-1164-4f43-ac03-b887bbb12e57&xptdk=449ae1f8-1164-4f43-ac03-b887bbb12e57
"calsium super cap ""tawon""",Rp14.000,101 Terjual,KAB. KEDIRI,https://shopee.co.id/calsium-super-cap-tawon--i.310060013.8407373748?sp_atk=7fdcf465-bfd4-47f0-a86b-88c371984149&xptdk=7fdcf465-bfd4-47f0-a86b-88c371984149
PUPUK MANOHARA 1 KG KEMASAN PABRIK KALSIUM BORON,Rp28.000,3 Terjual,KAB. DHARMASRAYA,https://shopee.co.id/PUPUK-MANOHARA-1-KG-KEMASAN-PABRIK-KALSIUM-BORON-i.205643091.21153682064?sp_atk=60b403ab-4610-4886-8d65-c2c14bb3d5f0&xptdk=60b403ab-4610-4886-8d65-c2c14bb3d5f0
Pupuk Mikro Kalsium CNG PAK TANI 1kg Mengurangi Kerontokan Bunga Buah,Rp23.900,50 Terjual,KAB. BANYUMAS,https://shopee.co.id/Pupuk-Mikro-Kalsium-CNG-PAK-TANI-1kg-Mengurangi-Kerontokan-Bunga-Buah-i.3569738.365837027?sp_atk=0ac61432-efea-42b2-aa3a-27f7df484f4a&xptdk=0ac61432-efea-42b2-aa3a-27f7df484f4a
Pupuk Kalsium Asam Humat Cal-HA 1kg,Rp33.000,48 Terjual,KAB. MAGELANG,https://shopee.co.id/Pupuk-Kalsium-Asam-Humat-Cal-HA-1kg-i.233809007.15348459384?sp_atk=b7a54076-350e-418b-8adc-131fe4f85a42&xptdk=b7a54076-350e-418b-8adc-131fe4f85a42
Pupuk Suryacal anti rontok bunga buah Kalsium Tanaman Calsium Tanah 1KG,Rp18.000,,KAB. BLORA,https://shopee.co.id/Pupuk-Suryacal-anti-rontok-bunga-buah-Kalsium-Tanaman-Calsium-Tanah-1KG-i.168797186.7532215126?sp_atk=479e08db-fa31-4d20-ac80-cc283347fa55&xptdk=479e08db-fa31-4d20-ac80-cc283347fa55
Pupuk Super Kalsium + Boron Esmeralda call,Rp25.000,55 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-Super-Kalsium-Boron-Esmeralda-call-i.276875543.6339375037?sp_atk=4d73a3a0-4d92-4e73-99a3-2e94aebb4e22&xptdk=4d73a3a0-4d92-4e73-99a3-2e94aebb4e22
Pupuk NUTRI BLUE pupuk kalsium dan boron 1 kg,Rp23.000,136 Terjual,KAB. SUKABUMI,https://shopee.co.id/Pupuk-NUTRI-BLUE-pupuk-kalsium-dan-boron-1-kg-i.1613118.8338613116?sp_atk=ac319534-6c3a-457d-bbc3-5a26b95d30db&xptdk=ac319534-6c3a-457d-bbc3-5a26b95d30db
Pupuk Kalsium ManoHARA 1KG,Rp25.000,12 Terjual,KAB. TEGAL,https://shopee.co.id/Pupuk-Kalsium-ManoHARA-1KG-i.139769959.14624870707?sp_atk=8893aa83-1b6a-4321-b5e1-cf350d9b6907&xptdk=8893aa83-1b6a-4321-b5e1-cf350d9b6907
Pupuk Calcium Kalsium Super Cap Tawon - 1 kg,Rp28.500,7 Terjual,KAB. BLITAR,https://shopee.co.id/Pupuk-Calcium-Kalsium-Super-Cap-Tawon-1-kg-i.165896405.2595545803?sp_atk=cbd399f0-ca48-4084-b416-86bb7fd93ca9&xptdk=cbd399f0-ca48-4084-b416-86bb7fd93ca9
Pupuk Yaraliva Calcinit Kalsium Nitrat 500 Gram,Rp12.000,12 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-Yaraliva-Calcinit-Kalsium-Nitrat-500-Gram-i.95689238.6102945492?sp_atk=7af7004b-313f-4c52-ba87-74fd8dcea479&xptdk=7af7004b-313f-4c52-ba87-74fd8dcea479
Cal Ha (Pupuk Calsium+Asam Humat) 1 kg,Rp28.500,8 Terjual,KAB. BLITAR,https://shopee.co.id/Cal-Ha-(Pupuk-Calsium-Asam-Humat)-1-kg-i.60720474.11886518081?sp_atk=0404bfa3-4305-4563-935d-3c0e032026cf&xptdk=0404bfa3-4305-4563-935d-3c0e032026cf
Pupuk Kalsium Boron KALSIUM MILD (Mesh 2000) 1 Kg,Rp26.000,12 Terjual,KAB. SLEMAN,https://shopee.co.id/Pupuk-Kalsium-Boron-KALSIUM-MILD-(Mesh-2000)-1-Kg-i.138165414.6763085899?sp_atk=9bd08635-1eb4-40a6-81e6-6ac13dd7bdc0&xptdk=9bd08635-1eb4-40a6-81e6-6ac13dd7bdc0
PUPUK KALSIUM MANOHARA 1kg ORIGINAL PUPUK KALSIUM BORON,Rp15.450,7 Terjual,KAB. TEMANGGUNG,https://shopee.co.id/PUPUK-KALSIUM-MANOHARA-1kg-ORIGINAL-PUPUK-KALSIUM-BORON-i.876732192.18852269968?sp_atk=eb32fd48-72a2-4685-8fa4-c9ddb9566c2a&xptdk=eb32fd48-72a2-4685-8fa4-c9ddb9566c2a
Tawon Super Calcium 1 Kg,Rp16.000,,KOTA PEKANBARU,https://shopee.co.id/Tawon-Super-Calcium-1-Kg-i.940681127.22019912579?sp_atk=18035a67-bb29-4daf-83d2-ee8d69f9748b&xptdk=18035a67-bb29-4daf-83d2-ee8d69f9748b
PUPUK KALSIUM PLUS ASAM HUMAT CALHA KEMASAN 1KG,Rp35.000,37 Terjual,KAB. KEDIRI,https://shopee.co.id/PUPUK-KALSIUM-PLUS-ASAM-HUMAT-CALHA-KEMASAN-1KG-i.68635323.12029152980?sp_atk=189deb43-acf2-478e-b282-f4714a87b16f&xptdk=189deb43-acf2-478e-b282-f4714a87b16f
